,Unnamed: 0.1,Unnamed: 0,source_id,in_training_sample,mh_xgboost,teff_xgboost,logg_xgboost,Prot,bp_rp,abs_G,ruwe,survey,teff
96849,96849,96849,2102815889344461312,False,-0.583,4108.1,4.679,34.942,1.7449474,8.203079266389771,0.98704463,Kepler,4014.8239877891656
96850,96850,96850,2102819875074080512,False,-0.078,5515.9,4.518,17.35,0.8891983,5.201045034865752,1.0753374,Kepler,5567.7378378773665
96851,96851,96851,2102819978153304960,False,-0.213,4347.0,4.56,36.939,1.5299578,6.21398670354548,0.9946757,Kepler,4253.008104893514
96852,96852,96852,2102820184311704832,False,0.175,5845.0,4.368,17.1,0.8212471,4.486830371440986,1.0152582,Kepler,5769.723109951891
96853,96853,96853,2102820390470209536,False,0.223,5702.0,4.367,19.66,0.8586931,4.479370445462804,1.1095027,Kepler,5656.981734932012
96854,96854,96854,2102822555133782784,False,-0.198,4245.8,3.341,7.054,1.2545662,2.925062963199247,1.0572889,Kepler,4690.233428702952
96855,96855,96855,2102823173609135744,False,-0.091,5010.2,3.503,26.49,1.1253128,3.2048810880986505,1.3404695,Kepler,4959.802674180539
96856,96856,96856,2102824925955677568,False,-0.266,5816.3,4.297,20.21,0.7794666,4.329869318900634,0.9850565,Kepler,5899.5583522202505
96857,96857,96857,2102825510071274752,False,0.219,5882.7,4.089,16.07,0.8058605,3.4197089284525717,0.99540144,Kepler,5817.048559177195
96858,96858,96858,2102826094186768640,False,-0.215,6113.8,3.599,3.45,0.6724205,1.846385966885185,0.97284204,Kepler,6250.652832377125
96859,96859,96859,2102828705527208064,False,-0.048,5127.6,4.559,8.32,1.0760193,5.867623028282189,1.0005438,Kepler,5074.364553402416
96861,96861,96861,2102866157641572480,False,0.211,5309.8,4.471,24.68,0.99631786,5.27709111144673,0.9498045,Kepler,5273.473152042915
96862,96862,96862,2102867119714315648,False,0.132,5981.0,4.145,11.72,0.74865246,3.4028942095341055,0.8391579,Kepler,5997.96635762143
96863,96863,96863,2102871517760804608,False,-0.03,5146.4,4.547,7.76,1.0602093,5.749018089526116,0.9716371,Kepler,5112.498391630406
96864,96864,96864,2102871861358185728,False,0.046,5756.0,4.245,9.42,0.82218933,3.99464569380852,1.0670577,Kepler,5766.843789805941
96865,96865,96865,2102872131934107136,False,0.08,5688.7,4.445,19.79,0.846715,4.741308705471976,1.0381646,Kepler,5692.666054334445
96866,96866,96866,2102876156325678336,False,-0.248,5791.4,3.854,4.07,0.8106308,3.0287024283842765,1.0140152,Kepler,5802.314740952017
96867,96867,96867,2102876843520380928,False,-0.022,6011.9,3.962,14.31,0.747715,2.686041491258628,0.98803526,Kepler,6000.994739674248
96868,96868,96868,2102876942301180672,False,-0.216,5212.5,4.494,10.24,0.98465633,4.7354385071252025,1.0280231,Kepler,5304.0375975551015
96869,96869,96869,2102878905104909056,False,0.012,4554.4,4.59,31.332,1.4536839,6.227042391521998,1.155084,Kepler,4357.1320462663125
96870,96870,96870,2102879313119418880,False,0.221,6157.6,4.22,9.19,0.7089329,3.5988399941288733,1.1559258,Kepler,6128.02281150475
96871,96871,96871,2102890965373065344,False,0.105,5560.8,3.829,36.39,0.8985996,3.0520059721272847,1.1037863,Kepler,5540.712502611834
96872,96872,96872,2102892167963898112,False,-0.06,6213.0,4.268,4.1,0.731472,3.9162920340771006,0.974691,Kepler,6053.784970722787
96873,96873,96873,2102892511561299584,False,-0.016,5210.5,4.535,27.99,1.0196409,5.610644881395288,0.9803078,Kepler,5213.437267313565
96874,96874,96874,2102892683359987712,False,0.16,6043.0,4.173,18.32,0.7311382,3.3478653708905473,1.1628144,Kepler,6054.876112800585
96875,96875,96875,2102893950367958656,False,0.017,6081.1,3.87,6.04,0.69556713,2.487995296981291,1.0638988,Kepler,6172.577436509795
96876,96876,96876,2102894092109286912,False,-0.092,5572.8,4.253,11.13,0.8805504,3.4182899961514615,1.3623779,Kepler,5592.797343341752
96877,96877,96877,2102895294700089728,False,-0.116,5360.2,4.504,24.71,0.95145226,4.538932691067728,1.0491683,Kepler,5393.047440464432
96878,96878,96878,2102897562442862464,False,0.232,5443.0,4.267,19.39,0.9504461,4.0912863868960585,1.1380101,Kepler,5395.790239512973
96879,96879,96879,2102899555305766784,False,0.031,5937.3,4.172,9.96,0.7782316,3.451108021730958,1.0954086,Kepler,5903.459693472237
96880,96880,96880,2102899761464207232,False,-0.117,6178.8,4.085,10.18,0.67298985,3.214099789951268,0.998673,Kepler,6248.718612096202
96881,96881,96881,2102900379939511424,False,-0.035,5138.7,4.537,25.76,1.0564127,5.724690006632935,1.0806781,Kepler,5121.756392002037
96882,96882,96882,2102900689177131008,False,0.207,5894.6,4.101,15.3,0.81323624,3.3566069107883454,0.9843903,Kepler,5794.290731341651
96883,96883,96883,2102900719236677120,False,-0.024,6325.7,4.16,3.9,0.65611076,2.8246265765118466,1.0242498,Kepler,6306.351379354665
96884,96884,96884,2102904022071734144,False,0.079,5210.3,4.524,7.55,1.0202761,5.60837714406339,0.99896777,Kepler,5211.822635336741
96885,96885,96885,2102906388593762944,False,0.191,5517.9,3.942,43.86,0.91612434,3.485703443578764,1.0322644,Kepler,5490.943588989866
96886,96886,96886,2102906461607999488,False,0.008,5833.0,3.844,22.562,0.793849,2.4176688749478714,1.2985632,Kepler,5854.391073853904
96887,96887,96887,2102911233316869248,False,0.094,6005.5,4.072,4.94,0.7290249,3.188924963071079,0.94621706,Kepler,6061.790008303911
96888,96888,96888,2102915773102443520,True,-0.028,5175.6,4.548,7.87,1.0438633,5.763948225130385,1.1198273,Kepler,5152.635080155622
96890,96890,96890,2102919930630680704,False,-0.162,5082.4,4.553,10.98,1.0844841,5.139848795822056,1.0988472,Kepler,5054.2250609766415
96891,96891,96891,2102920480386456576,False,-0.093,5419.0,4.444,28.54,0.9398298,4.926434386011181,1.1609629,Kepler,5424.892890020135
96892,96892,96892,2102921476818895872,False,0.348,5571.5,4.073,25.05,0.87044144,3.8549761935006153,0.9463955,Kepler,5622.3321704130085
96893,96893,96893,2102923160446330368,False,-0.246,5986.1,4.255,19.03,0.73142815,4.177364056257556,1.0678248,Kepler,6053.928295430943
96894,96894,96894,2102923366604792704,False,-0.391,4711.1,4.506,4.98,1.1058283,5.606155460965983,1.016632,Kepler,5004.302325997327
96895,96895,96895,2102923847640805632,False,-0.009,6290.6,4.215,6.09,0.68089676,3.38797194230483,1.151515,Kepler,6221.928266574978
96896,96896,96896,2102924637915141632,False,-0.17,5143.2,3.701,94.15,1.0272331,2.9847444791165234,0.98581004,Kepler,5194.2095192043325
96897,96897,96897,2102924706634630272,False,-0.001,5219.0,4.515,30.2,1.026701,5.5678939966163306,1.0375185,Kepler,5195.552041141704
96898,96898,96898,2102924805413586304,False,0.102,6213.5,3.975,7.09,0.65160275,2.4038547987576493,1.021842,Kepler,6321.84465939875
96899,96899,96899,2102925286449924864,False,-0.382,5672.2,3.406,6.8,0.8146658,1.7881272212475636,1.1386375,Kepler,5789.895105795838
96900,96900,96900,2102928000869968000,False,-0.134,4243.5,4.634,12.26,1.6541557,7.491484973311128,1.1044749,Kepler,4106.655021805271
96901,96901,96901,2102928039529902720,False,0.22,5648.1,4.403,22.73,0.86237717,4.738320788426602,0.99282235,Kepler,5646.0787875647475
96902,96902,96902,2102928692364057728,False,0.037,5043.3,4.53,52.23,1.0992651,5.800070417186175,1.0216162,Kepler,5019.5222408421205
96903,96903,96903,2102928726723805568,False,-0.047,6410.6,4.007,2.04,0.609499,2.5476458563977555,1.0138081,Kepler,6468.553764121249
96904,96904,96904,2102930680928846080,False,0.006,5710.2,4.339,37.15,0.8329325,4.016503306310916,1.2571249,Kepler,5734.168267202263
96905,96905,96905,2102931200625227264,False,0.058,5989.5,4.004,20.91,0.7686291,2.907856253836103,0.98822564,Kepler,5933.916341201391
96906,96906,96906,2102931509862831744,False,-0.227,4017.2,4.661,30.504,1.8346119,8.045799846355898,1.0552329,Kepler,3934.0009917553825
96907,96907,96907,2102933262209586688,False,0.082,6168.7,4.134,11.72,0.67681026,3.1837572583983516,0.9934238,Kepler,6235.7575779159615
96908,96908,96908,2102934086843275520,False,-0.362,4374.9,4.618,31.31,1.534481,7.416572334659058,1.0421798,Kepler,4247.196226615741
96909,96909,96909,2102935873549417728,True,0.132,5865.9,4.291,22.74,0.79371643,4.1896738802368105,0.81373936,Kepler,5854.805153001111
96910,96910,96910,2102936423305246080,False,0.042,6120.6,4.007,6.04,0.7023535,2.727959900944109,0.9682523,Kepler,6149.906224052405
96911,96911,96911,2102937763335068544,False,-0.108,5489.8,4.5,9.82,0.8907318,5.178451868259531,0.907943,Kepler,5563.314096675285
96912,96912,96912,2102939172084298240,False,-0.53,5307.8,3.398,27.42,0.9340849,1.850154429869482,1.006821,Kepler,5440.765015512247
96913,96913,96913,2102939270863438464,False,-0.171,6169.5,3.749,4.94,0.6471176,2.034026766279446,0.9354608,Kepler,6337.301184248452
96914,96914,96914,2102941332447735808,False,-0.127,5934.3,4.366,10.38,0.7370701,4.398272594408331,0.8719352,Kepler,6035.523191825682
96915,96915,96915,2102941577266019072,False,-0.248,5318.9,4.502,25.22,0.96395206,5.37018384058824,1.1393694,Kepler,5359.195986517759
96916,96916,96916,2102942745497444352,False,0.054,5566.7,4.457,11.77,0.8761053,4.94048183384411,1.0367843,Kepler,5605.752377888239
96917,96917,96917,2102942917296137728,False,-0.054,4876.6,4.574,15.226,1.1871223,6.283684914791966,0.9330837,Kepler,4825.381506840716
96918,96918,96918,2102943226533809792,False,0.302,5698.4,3.923,18.02,0.8556309,2.767643867019858,1.3670361,Kepler,5666.070232565329
96919,96919,96919,2102944807081452160,False,-0.1,5184.2,4.528,27.04,1.0074854,5.629994089165162,0.95018154,Kepler,5244.544616619483
96920,96920,96920,2102945597355439488,False,0.202,5591.0,4.195,42.72,0.8726101,4.106106550988233,0.96162206,Kepler,5615.974247497448
96921,96921,96921,2102946971744982656,False,0.007,5139.0,4.482,25.05,1.0267153,4.708585109968638,1.3601776,Kepler,5195.515951367573
96922,96922,96922,2102947109184301952,False,-0.568,6068.5,4.24,10.01,0.67764187,4.0568497502062115,0.79324526,Kepler,6232.940397357621
96923,96923,96923,2102948002537109376,True,-0.175,5949.0,4.063,14.66,0.7499695,3.4670703991557144,1.2321132,Kepler,5993.715186560339
96924,96924,96924,2102948002537451776,False,-0.149,5976.7,4.034,9.37,0.7306528,3.2195539621537,1.1175535,Kepler,6056.463261428719
96925,96925,96925,2102948827171185792,False,-0.028,5260.1,4.534,20.92,0.9895029,5.474604006295511,0.9812912,Kepler,5291.290779320934
96926,96926,96926,2102949308207504000,False,0.247,5830.3,4.125,14.25,0.8094101,3.4409040402241544,1.0228201,Kepler,5806.079815828467
96927,96927,96927,2102950820036066688,False,0.107,6003.6,4.209,13.28,0.7427883,3.468148081660688,0.93584126,Kepler,6016.943121089133
96928,96928,96928,2102950854395806720,False,-0.148,5150.3,4.439,28.78,1.0416584,5.7092976246897145,1.2423656,Kepler,5158.104302088232
96929,96929,96929,2102951404151601024,False,-0.075,5349.2,4.524,27.57,0.9702349,5.423625552056178,1.0441769,Kepler,5342.337365190032
96930,96930,96930,2102951679029503488,False,-0.057,6033.9,3.919,38.498,0.7376852,2.532316813028741,0.98056185,Kepler,6033.520983418762
96931,96931,96931,2102952228785338624,False,0.051,5769.1,4.416,15.09,0.8308401,4.791084248433167,1.0075903,Kepler,5740.510066777116
96932,96932,96932,2102954182989873792,True,0.061,5818.8,4.333,21.75,0.791667,4.393131164802227,1.0558785,Kepler,5861.211844433652
96933,96933,96933,2102954187290293120,False,0.013,6136.2,4.323,9.1,0.6988878,4.142205484014047,0.9814721,Kepler,6161.471513143468
96934,96934,96934,2102954221650564736,False,-0.174,5795.6,4.315,19.89,0.7982168,4.340542909026249,0.98790234,Kepler,5840.771904679799
96935,96935,96935,2102954633966914944,False,0.147,5577.1,4.441,17.82,0.87136364,4.845289208880178,0.9533783,Kepler,5619.627073620664
96936,96936,96936,2102954668326656384,False,-0.044,5962.3,4.344,5.88,0.7556162,4.393454343268743,1.039514,Kepler,5975.533925600026
96937,96937,96937,2102955523019663360,True,-0.304,5167.7,4.557,18.6,1.0108223,5.836309615023946,1.0258447,Kepler,5235.965573274236
96938,96938,96938,2102955694818359552,True,0.038,5176.4,4.522,34.23,1.0131998,5.596882632147153,0.9722552,Kepler,5229.871351574316
96939,96939,96939,2102956386313589120,False,-0.326,4351.7,4.606,18.15,1.5764341,7.220203374294712,1.2887164,Kepler,4195.105980798989
96940,96940,96940,2102960337683463168,False,0.161,6157.0,4.27,8.18,0.69459915,3.6873897540183034,1.0978112,Kepler,6175.819349866487
96941,96941,96941,2102960853079554304,False,0.238,5690.2,4.373,18.34,0.85961056,4.62455505314122,1.0313766,Kepler,5654.263333414482
96942,96942,96942,2102961540274366592,False,-0.015,5000.8,4.539,18.86,1.1298132,5.872771485497584,1.0351542,Kepler,4949.669826915304
96943,96943,96943,2102961608993843840,False,-0.07,3987.8,4.639,13.849,1.8836432,8.172072924552502,1.0684882,Kepler,3893.118038406045
96944,96944,96944,2102962227469122688,True,0.024,5919.9,4.078,13.619,0.75513935,3.3867531599305885,0.85592985,Kepler,5977.066443802338
96946,96946,96946,2102962910363402880,False,0.042,5953.1,4.179,15.73,0.7482004,3.7235055656828338,1.0315802,Kepler,5999.426445763775
96947,96947,96947,2102963116521832448,False,-0.345,6149.4,3.869,14.19,0.6634617,2.4050729845086103,1.051876,Kepler,6281.178342643201
96948,96948,96948,2102963292621042560,False,0.128,5767.6,4.145,17.09,0.81343746,3.795960126230128,0.99540675,Kepler,5793.6717174466685
96949,96949,96949,2102964804449540480,False,0.246,4900.1,4.507,35.19,1.1867695,5.269116778028437,0.99706197,Kepler,4826.119860387762
96950,96950,96950,2102965697802706816,False,-0.509,6305.0,4.001,6.17,0.6079178,3.0207899647336376,1.1357994,Kepler,6474.132699943146
96951,96951,96951,2102966316278013312,False,-0.082,6320.8,4.254,2.72,0.6162138,3.52401142194727,1.0316142,Kepler,6444.917113638495
96952,96952,96952,2102967106551966080,False,0.005,6057.2,3.682,4.88,0.71742535,1.613536357888119,1.1376271,Kepler,6099.917855013107
96953,96953,96953,2102967755086506496,False,-0.169,6460.1,4.116,0.77,0.53473854,3.159442252691669,0.89444053,Kepler,6737.579169786062
96954,96954,96954,2102970061490428928,False,-0.127,5762.2,3.989,1.41,0.8327427,3.4942647169764367,0.9815295,Kepler,5734.743081555409
96955,96955,96955,2102970198928136192,False,0.073,5649.0,3.954,29.6,0.8733187,3.2051727363067126,1.0264193,Kepler,5613.899408954109
96956,96956,96956,2102970950542215424,False,-0.372,5697.2,4.304,31.83,0.82679176,4.371101883278033,1.1299901,Kepler,5752.810691643546
96957,96957,96957,2102971672096719232,False,-0.194,5959.3,4.136,21.46,0.73491764,3.587557412209158,1.0476228,Kepler,6042.536413637429
96958,96958,96958,2102971710756655232,False,-0.281,5162.1,4.562,32.15,1.0407639,5.889794604473295,0.9546105,Kepler,5160.326836376651
96959,96959,96959,2102973458803109248,False,0.076,5660.7,3.888,29.61,0.87838364,3.2318920094246693,1.151213,Kepler,5599.105981490268
96960,96960,96960,2102973669261771648,False,-0.107,5543.6,4.402,4.565,0.88211346,4.35849228048885,0.9936246,Kepler,5588.25383768963
96961,96961,96961,2102975215449944704,False,0.048,5874.2,4.182,21.07,0.8203831,3.60363092727898,1.189248,Kepler,5772.365279541489
96962,96962,96962,2102977517552481920,False,0.154,5606.0,4.451,27.95,0.87114143,4.832416232227246,0.9061384,Kepler,5620.278686997402
96963,96963,96963,2102977654991397120,False,-0.278,4261.5,4.634,27.399,1.6231394,7.629995845498136,1.0482539,Kepler,4140.768134983688
96964,96964,96964,2102977964229032960,True,0.013,4415.8,4.601,11.93,1.5709438,7.251602378152398,1.0556661,Kepler,4201.740771077343
96965,96965,96965,2102979372978403712,False,-0.38,5772.4,3.833,51.81,0.810647,3.097586250278036,0.9965919,Kepler,5802.264798665858
96966,96966,96966,2102979750935531264,False,-0.127,6386.6,4.147,15.86,0.59670067,3.1089453966332936,0.97897315,Kepler,6513.85101739994
96967,96967,96967,2102980060173152896,False,0.229,6024.6,4.246,12.29,0.7421074,3.7310518658710894,0.9308968,Kepler,6019.151651345794
96968,96968,96968,2102981022245874304,False,-0.128,5762.1,4.361,19.36,0.850008,4.704493672512122,1.0507966,Kepler,5682.820004107164
96969,96969,96969,2102982396635398784,False,0.005,5827.3,4.436,14.88,0.7944374,4.691046779525367,1.0136725,Kepler,5852.553728508075
96970,96970,96970,2102983015110721024,False,-0.234,5647.0,4.436,29.39,0.8505058,4.830299588317269,1.0088726,Kepler,5681.3339411187935
96972,96972,96972,2102984561298847232,False,0.076,5275.4,3.74,61.18,1.0046787,3.1203813727995584,0.96896577,Kepler,5251.783673195381
96973,96973,96973,2102985592091052544,False,-0.261,3646.3,4.687,52.141,2.4612513,9.90321254172888,1.0395758,Kepler,3485.708517957014
96974,96974,96974,2102986107487506944,False,-0.14,4903.8,4.564,6.01,1.1402168,6.123371518315146,1.0029534,Kepler,4926.45412742691
96975,96975,96975,2102986897761459584,False,-0.027,6081.6,4.137,8.01,0.6919241,3.5141580365715317,1.0327398,Kepler,6184.789088975624
96976,96976,96976,2102988169071311360,False,0.336,5694.7,4.163,24.72,0.84963226,3.814469037908758,0.9811435,Kepler,5683.9420961908145
96977,96977,96977,2102988478304459392,True,0.062,6162.0,4.333,1.57,0.6671562,3.852297114328581,0.89420813,Kepler,6268.569466422762
96978,96978,96978,2102990127576421504,False,0.028,5708.0,4.472,20.18,0.84838486,4.8946914545188225,1.0126965,Kepler,5687.669800623954
96979,96979,96979,2102991776844251264,False,-0.018,4761.3,4.569,26.12,1.2568712,6.349829023638762,1.1922579,Kepler,4685.823237677621
96980,96980,96980,2102992189161068160,False,-0.074,5789.6,4.458,15.08,0.81431293,4.725912550661027,0.9335271,Kepler,5790.979651860992
96981,96981,96981,2102992391018644480,False,-0.104,5531.2,4.081,14.397,0.87740135,3.5719727043780427,0.977458,Kepler,5601.969908801745
96982,96982,96982,2102993112573349120,False,-0.155,3668.2,4.698,1.265,2.3970442,9.76845932111258,1.0097015,Kepler,3528.49271370905
96983,96983,96983,2102993529190867328,False,0.177,5203.0,3.577,77.54,1.0627298,2.83459018401801,0.9887823,Kepler,5106.373667226495
96984,96984,96984,2102993597910353024,False,0.2,5548.5,3.895,34.65,0.91931343,3.040745629350603,1.0542536,Kepler,5481.972435208176
96985,96985,96985,2102994559983043328,False,-1.028,5712.9,4.115,28.34,0.7570572,3.929767592322309,1.06386,Kepler,5970.905982656521
96986,96986,96986,2102996239309599104,False,-0.022,5869.1,4.395,17.0,0.77863884,4.593851519377051,1.2708417,Kepler,5902.172832041911
96987,96987,96987,2102996277969971328,False,0.245,4964.8,4.523,30.63,1.1365252,5.8558069470328284,0.94703966,Kepler,4934.658666962705
96988,96988,96988,2102998060375753856,False,0.188,5020.7,4.537,24.117,1.1129036,5.892476515723988,1.0116701,Kepler,4988.025062938137
96989,96989,96989,2102999301627033728,False,-0.03,5950.7,4.316,11.3,0.73739433,4.2357022758163065,1.0485712,Kepler,6034.467685514532
96990,96990,96990,2103000263699691648,False,-0.186,5792.9,4.354,30.59,0.79195404,4.425823188305957,1.0022298,Kepler,5860.313928571955
96991,96991,96991,2103000980953514880,True,0.312,5584.8,4.212,34.17,0.8801069,4.178655292807505,0.9873093,Kepler,5594.087644111934
96992,96992,96992,2103002256564464256,False,0.398,5745.1,4.158,19.63,0.8327999,3.7150007829266016,1.0168461,Kepler,5734.569840472446
96993,96993,96993,2103002565802117504,False,0.044,6022.6,4.356,14.79,0.75158596,4.35516887151476,1.0034453,Kepler,5988.502994678676
96994,96994,96994,2103002806320288768,False,0.024,5448.5,4.487,28.15,0.91847324,5.1587955413695425,1.1094452,Kepler,5484.333387507779
96995,96995,96995,2103003149917696000,False,-0.104,4059.1,4.593,13.544,1.8256302,7.182802352628354,1.0583876,Kepler,3941.7220987014903
96996,96996,96996,2103004180709846528,False,0.033,6058.3,4.299,4.98,0.7080183,4.046894147727354,1.1148003,Kepler,6131.0591137059055
96997,96997,96997,2103008338238317056,False,0.011,5663.0,4.432,18.22,0.8627958,4.8161643883323215,1.1535113,Kepler,5644.842020734175
96998,96998,96998,2103009025433069824,False,-0.031,6222.5,4.261,4.93,0.72726345,3.808016991292213,1.3541656,Kepler,6067.56047773196
96999,96999,96999,2103011121377049600,True,-0.114,6025.2,4.363,3.72,0.7054634,4.177545101441927,0.84569204,Kepler,6139.550675304557
97000,97000,97000,2103012770644559872,False,-0.011,5879.3,4.1,20.46,0.78862953,3.449696798086279,0.9861529,Kepler,5870.725680340056
97001,97001,97001,2103015691222379392,False,-0.275,3950.4,4.647,20.867,1.9256868,8.389840143220262,1.0342758,Kepler,3859.576727753983
97002,97002,97002,2103016683353933696,False,0.012,5933.0,4.355,12.69,0.755167,4.381659237990231,1.110264,Kepler,5976.977566851388
97003,97003,97003,2103018951096664832,True,-0.011,5082.6,4.559,14.102,1.0664215,5.894120860683763,0.97173995,Kepler,5097.433953789682
97004,97004,97004,2103018989757254912,False,0.048,5416.9,4.503,11.29,0.9450979,5.2681824824880525,0.9818395,Kepler,5410.4142699266795
97005,97005,97005,2103019436433812992,False,-0.224,6374.5,4.181,2.28,0.56327724,3.267487353536344,0.92073184,Kepler,6633.638538844678
97006,97006,97006,2103019810090123264,True,0.001,6112.7,3.226,2.661,0.6574745,1.229067106751435,0.96261585,Kepler,6301.672764822229
97007,97007,97007,2103020329787032576,False,0.255,5319.4,4.461,29.14,1.0161467,5.286948050581408,1.140218,Kepler,5222.338670753908
97008,97008,97008,2103022253932436480,False,-0.118,5383.9,4.35,20.75,0.8964348,4.91935959486227,1.2355648,Kepler,5546.915393732428
97009,97009,97009,2103025513806694528,True,-0.128,3709.5,4.65,26.905,2.2050629,9.04708944994212,1.1404735,Kepler,3658.1899487367336
97010,97010,97010,2103025655546434816,True,0.13,5797.3,3.659,15.497,0.7995291,1.9097531862988628,1.0677671,Kepler,5836.688986297728
97011,97011,97011,2103028301246207744,False,-0.182,4817.4,4.577,25.011,1.2336512,6.496965389248487,1.027976,Kepler,4730.875890004238
97012,97012,97012,2103031084385231872,False,-0.051,5201.3,4.528,28.67,1.0056114,5.529085635486043,1.0735776,Kepler,5249.3757035847175
97013,97013,97013,2103031634140933120,False,-0.157,5539.3,4.449,18.07,0.8949051,4.589564067375056,1.2209619,Kepler,5551.305774629055
97014,97014,97014,2103031943378583936,False,0.058,5995.7,4.053,12.71,0.7509546,3.2324185923511877,0.9926816,Kepler,5990.538066584546
97015,97015,97015,2103033592646146560,False,0.015,4567.9,4.597,10.99,1.4446507,6.979538595652187,0.98933065,Kepler,4370.262205836499
97016,97016,97016,2103034451639556736,False,-0.025,6028.6,4.307,10.27,0.71934414,4.069458853192625,0.96978086,Kepler,6093.589993988769
97017,97017,97017,2103037990692543360,False,-0.134,5767.3,4.015,21.78,0.8277378,3.3590321575964985,1.0010483,Kepler,5749.932598877028
97018,97018,97018,2103038403009421696,False,0.116,5696.0,4.342,17.67,0.8360243,4.4948920328155975,0.99249125,Kepler,5724.817199475474
97019,97019,97019,2103039124563954816,False,-0.088,5907.3,4.407,16.62,0.7720556,4.539312300021599,1.0302372,Kepler,5923.023506625172
97020,97020,97020,2103039468161298048,False,0.095,5820.4,4.032,22.55,0.8006315,3.313555796512345,0.9552237,Kepler,5833.262323335921
97023,97023,97023,2103046305747959552,False,-0.177,5372.6,4.548,14.88,0.97752285,5.6114466882794485,1.0024512,Kepler,5322.91314641926
97024,97024,97024,2103058842754397696,False,0.06,6032.9,4.289,13.78,0.72746277,3.9330125716747624,0.9698717,Kepler,6066.907159629211
97025,97025,97025,2103059362448519936,False,-0.008,5044.3,4.579,17.47,1.1017399,6.010889799304085,1.1238954,Kepler,5013.76957791334
97026,97026,97026,2103059499887479296,False,-0.02,5219.1,4.49,22.74,0.9738102,4.57595045338865,1.2506465,Kepler,5332.790638692728
97027,97027,97027,2103062729703809920,False,-0.091,5996.5,3.904,19.36,0.701478,2.7778442605404425,1.0757363,Kepler,6152.825348583807
97028,97028,97028,2103062867141847552,False,-0.131,3955.0,4.646,14.109,1.9176931,8.19664713083743,1.0302002,Kepler,3865.857083381635
97029,97029,97029,2103064791287455232,True,0.123,5885.4,4.085,18.93,0.76636696,3.3094872632149155,0.91321546,Kepler,5941.122742945694
97033,97033,97033,2103084685575887104,False,-0.005,6257.7,4.266,4.71,0.64517975,3.5586161099249622,1.0282283,Kepler,6343.992165682197
97034,97034,97034,2103084754295363456,False,-0.317,5930.2,3.908,15.2,0.74044037,3.1019466662508037,0.9812341,Kepler,6024.563205018597
97035,97035,97035,2103085269691444992,False,-0.074,5891.1,4.39,9.68,0.7801275,4.617137517479753,1.0774633,Kepler,5897.472062233959
97036,97036,97036,2103087674873565824,False,-0.057,5339.1,3.83,6.95,1.0111542,3.214135905112993,0.9978968,Kepler,5235.113905595267
97037,97037,97037,2103089667738371584,False,0.099,6077.2,4.313,7.59,0.6864996,3.9254756464214946,1.0856845,Kepler,6203.025613230978
97038,97038,97038,2103092175999282048,False,0.033,5632.0,4.313,17.97,0.8665905,4.252683431322128,1.0557113,Kepler,5633.651425491806
97039,97039,97039,2103104442425861504,False,-0.256,5202.9,4.445,4.82,0.9392605,4.465496166645558,1.0834092,Kepler,5426.461897197314
97040,97040,97040,2103105056600512256,True,-0.041,5908.3,4.399,5.01,0.7614622,4.587301369983118,0.95653296,Kepler,5956.788643119433
97041,97041,97041,2103106126053066880,False,0.147,5533.7,4.441,15.97,0.9223089,5.0366410376701225,0.9427709,Kepler,5473.570054816819
97042,97042,97042,2103110283581404544,False,0.068,6012.9,4.031,20.18,0.74213696,3.1910980929180965,1.1646174,Kepler,6019.055750156058
97043,97043,97043,2103110489739822080,False,0.073,6124.4,4.303,8.07,0.7129669,3.906816645842462,1.0146624,Kepler,6114.652735892154
97045,97045,97045,2103112723122443008,False,-0.309,5715.2,4.391,17.44,0.8468933,4.370811878652587,1.0318505,Kepler,5692.13224562048
97046,97046,97046,2103112757482188672,False,-0.385,6233.0,3.872,3.48,0.65291023,2.677493159913036,0.99110365,Kepler,6317.3467211020115
97047,97047,97047,2103112826201667712,False,0.158,5414.8,4.477,28.54,0.92715454,5.080640162435909,1.0961801,Kepler,5460.02741995366
97048,97048,97048,2103114166231479680,False,-0.334,4543.0,4.616,31.565,1.4126091,7.160485434721,0.98454714,Kepler,4418.2714271335935
97049,97049,97049,2103116193455988992,True,-0.011,6201.7,4.318,5.12,0.6690712,3.898011915736874,0.87726086,Kepler,6262.045129710874
97050,97050,97050,2103117529185565440,True,0.196,6219.6,4.323,6.74,0.6705284,3.6766264835667,1.0444517,Kepler,6257.085694931158
97051,97051,97051,2103117666624517888,False,0.24,6266.6,4.173,4.91,0.659194,3.04640559648589,0.94269514,Kepler,6295.7791689714195
97052,97052,97052,2103118186320875520,False,-0.078,4195.1,4.595,23.966,1.6722717,7.259230363746131,1.2482662,Kepler,4087.411775921277
97057,97057,97057,2103128494242786816,False,-0.158,4771.1,4.543,14.63,1.2021265,5.817521756623057,1.0201877,Kepler,4794.284792971398
97058,97058,97058,2103128940919393280,False,-0.043,6312.0,4.108,2.63,0.62061405,3.010195680015501,1.2668337,Kepler,6429.4765082290505
97059,97059,97059,2103131311740923648,False,-0.096,5798.2,4.216,21.76,0.7803459,3.853461411371386,1.059943,Kepler,5896.782857079394
97060,97060,97060,2103135709787863680,False,-0.146,6033.5,4.365,8.25,0.7186928,4.3682755898095955,0.98553914,Kepler,6095.7370884584525
97061,97061,97061,2103136053385235200,False,0.159,4805.3,4.573,29.454,1.2560139,6.268757542772001,0.94724774,Kepler,4687.461930857413
